Observation.id,Observation.date,Description,Media.file,Total.length,FPS,Subject,Behavior,Behavioral.category,Modifiers,Behavior.type,Start..s.,Stop..s.,Duration..s.,Comment.start,Comment.stop
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,FOCAL,R,NA,NA,STATE,23.735,24.815,1.08,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,FOCAL,G,NA,NA,STATE,96.892,110.301,13.409,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,ANT2,A,NA,NA,STATE,281.454,284.874,3.42,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,FOCAL,R,NA,NA,STATE,299.362,300.351,0.989,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,FOCAL,A,NA,NA,STATE,312.052,315.561,3.509,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,FOCAL,A,NA,NA,STATE,319.431,323.392,3.961,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,FOCAL,G,NA,NA,STATE,328.072,347.601,19.529,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,ANT2,A,NA,NA,STATE,351.741,360.652,8.911,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,ANT2,A,NA,NA,STATE,372.712,379.461,6.749,NA,NA
21,31.10.2024 16:14,NA,/media/ael/DISK_Z/data/GFG/batch 2/21/01181.MTS,1783.24,50,ANT2,A,NA,NA,STATE,396.742,400.252,3.51,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,24.725,25.805,1.08,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,37.233,38.615,1.382,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,46.86,47.13,0.27,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,67.195,67.915,0.72,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,68.455,69.175,0.72,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,70.075,83.212,13.137,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,133.239,135.668,2.429,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,145.025,149.524,4.499,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,162.21,185.966,23.756,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,232.308,234.647,2.339,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,246.345,247.695,1.35,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,262.81,263.71,0.9,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,273.193,277.297,4.104,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,277.837,286.205,8.368,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,351.529,352.338,0.809,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,360.526,366.195,5.669,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,397.686,399.306,1.62,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,435.12,437.1,1.98,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,449.337,451.766,2.429,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,473.814,475.704,1.89,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,482.994,484.614,1.62,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,485.154,490.282,5.128,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,498.65,501.169,2.519,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,503.149,506.028,2.879,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01184.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,507.108,534.911,27.803,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,638.379,641.078,2.699,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,641.618,644.318,2.7,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,648.816,651.246,2.43,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,729.797,730.876,1.079,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,745.543,747.072,1.529,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,778.656,780.276,1.62,NA,NA
22,05.11.2024 19:30,NA,/media/ael/DISK_Z/data/GFG/batch 2/22/01185.MTS,1770.34,50,FOCAL,G,NA,NA,STATE,795.393,796.744,1.351,NA,NA
23,05.11.2024 12:51,NA,/media/ael/DISK_Z/data/GFG/batch 2/23/01187.MTS,1790.47,50,FOCAL,G,NA,NA,STATE,32.916,43.443,10.527,NA,NA
23,05.11.2024 12:51,NA,/media/ael/DISK_Z/data/GFG/batch 2/23/01187.MTS,1790.47,50,FOCAL,G,NA,NA,STATE,45.873,107.688,61.815,NA,NA
23,05.11.2024 12:51,NA,/media/ael/DISK_Z/data/GFG/batch 2/23/01187.MTS,1790.47,50,FOCAL,G,NA,NA,STATE,123.615,126.854,3.239,NA,NA
23,05.11.2024 12:51,NA,/media/ael/DISK_Z/data/GFG/batch 2/23/01187.MTS,1790.47,50,FOCAL,G,NA,NA,STATE,169.776,175.174,5.398,NA,NA
23,05.11.2024 12:51,NA,/media/ael/DISK_Z/data/GFG/batch 2/23/01187.MTS,1790.47,50,FOCAL,G,NA,NA,STATE,190.561,196.5,5.939,NA,NA
23,05.11.2024 12:51,NA,/media/ael/DISK_Z/data/GFG/batch 2/23/01187.MTS,1790.47,50,FOCAL,G,NA,NA,STATE,206.218,210.537,4.319,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,67.38,71.609,4.229,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,80.429,92.578,12.149,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,112.824,117.413,4.589,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,118.493,164.112,45.619,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,247.794,248.874,1.08,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,251.394,253.553,2.159,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,347.94,377.364,29.424,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01190.MTS,1745.83,50,FOCAL,G,NA,NA,STATE,412.186,432.793,20.607,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01191.MTS,1745.83,50,ANT2,A,NA,NA,STATE,754.645,810.611,55.966,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01191.MTS,1745.83,50,ANT2,A,NA,NA,STATE,814.571,815.65,1.079,NA,NA
24,05.11.2024 13:00,NA,/media/ael/DISK_Z/data/GFG/batch 2/24/01191.MTS,1745.83,50,ANT2,A,NA,NA,STATE,835.81,871.892,36.082,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,13.747,17.79,4.043,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,33.183,39.751,6.568,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,ANT2,A,NA,NA,STATE,73.673,79.162,5.489,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,ANT2,A,NA,NA,STATE,80.871,86,5.129,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,ANT2,A,NA,NA,STATE,89.509,98.326,8.817,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,128.562,141.249,12.687,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,A,NA,NA,STATE,257.414,263.173,5.759,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,264.073,265.692,1.619,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,269.743,272.712,2.969,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,A,NA,NA,STATE,273.792,274.872,1.08,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,275.952,277.841,1.889,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,A,NA,NA,STATE,278.651,282.432,3.781,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,284.321,288.641,4.32,NA,NA
25,05.11.2024 13:25,NA,/media/ael/DISK_Z/data/GFG/batch 2/25/01193.MTS,1793.83,50,FOCAL,G,NA,NA,STATE,292.15,299.441,7.291,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,40.379,46.408,6.029,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,53.876,55.226,1.35,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,151.414,153.843,2.429,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,198.857,204.503,5.646,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,252.014,257.053,5.039,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,314.281,317.519,3.238,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,328.498,335.066,6.568,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,400.118,404.167,4.049,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,426.393,428.822,2.429,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,484.699,491.538,6.839,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,511.514,513.133,1.619,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01197.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,587.549,596.459,8.91,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01198.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,668.163,682.47,14.307,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01198.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,723.769,727.548,3.779,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01198.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,730.788,731.598,0.81,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01198.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,773.71,776.589,2.879,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01198.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,778.749,796.294,17.545,NA,NA
26,05.11.2024 15:02,NA,/media/ael/DISK_Z/data/GFG/batch 2/26/01198.MTS,1751.14,50,FOCAL,G,NA,NA,STATE,797.913,800.343,2.43,NA,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,G,NA,NA,STATE,30.032,32.552,2.52,,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,G,NA,NA,STATE,49.287,49.827,0.54,,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,G,NA,NA,STATE,56.845,62.244,5.399,,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,G,NA,NA,STATE,71.331,90.047,18.716,,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,P,NA,NA,STATE,80.509,88.337,7.828,GROOMING,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,G,NA,NA,STATE,92.746,121.993,29.247,,NA
27,05.11.2024 20:01,NA,/media/ael/DISK_Z/data/GFG/batch 2/27/01200.MTS,1793.86,50,FOCAL,G,NA,NA,STATE,141.969,146.018,4.049,,NA
