sample_id,spore_concentration[ng/ul]
2735,0.001107533
2736,0.001617176
2737,0.067898917
2738,0.012440776
2739,0.01163027
2740,0.000633776
2741,0.061471373
2742,0.002063679
2743,0.001769161
2744,0.014936926
2745,0.000771135
2746,0.000729194
2747,0.005698395
2748,0.002639048
2749,0.024150833
2750,0.000612526
2751,0.055147336
2752,0.001412547
2753,0.070578703
2754,0.037038832
2755,0.119077533
2756,0.023835129
2757,0.017040985
2758,0.029712376
2759,0.001837787
2760,0.00357177
2761,0.000104354
2762,0.01464794
2763,0.096788678
2764,0.000694086
2765,0.002231443
2766,0.001600633
2767,0.010301737
2768,0.000876694
2769,0.003752437
2770,0.000945599
2771,0.002068839
2772,0.006105965
2773,0.000882481
2774,0.001627178
2775,0.005370772
2776,0.01643537
2777,0.002545259
2778,0.002124007
2779,0.037160875
2780,0.00039808
2781,0.000496239
2782,0.0046014
2783,0.149911753
2784,0.220286724
2785,0.00129353
2786,0.003983998
2787,0.027574336
2788,0.000665601
2789,0.140112218
2790,0.002319759
2791,0.071652185
2792,0.002970399
2793,0.004976843
2794,0.01523394
2795,0.001586202
2796,0.106091966
2797,0.069257336
2798,0.030440646
2799,0.002088381
2800,0.002075513
2801,0.002088381
2802,0.005477225
2803,0.005069986
2804,0.203646134
2805,0.00518086
2806,0.091465917
2807,0.002741062
2808,0.004425397
2809,0.000493203
2810,0.003687783
2811,0.000967418
2812,0.000511837
2813,0.003120967
2814,0.017399016
2815,0.003553526
2816,0.068406471
2817,0.003780094
2818,0.041592116
2819,0.000970413
2820,0.067566058
2821,0.004109042
2822,0.00244489
2823,0.001687335
2824,0.001359098
2825,0.003147029
2826,0.001092741
2827,0.000475268
2828,0.000673116
2829,0.001202292
2830,0.001169917
2831,0.00066173
2832,0.000204604
2833,7.89711E-05
2834,0.025140094
2835,0.002708308
2836,0.00864048
2837,0.005232403
2838,0.001185994
2839,0.00095008
2840,1.24672E-05
2841,0.000508834
2842,0.060837915
2843,0.000993173
2844,0.000475268
2845,0.177012268
2846,0.001056084
2847,0.000174287
2848,0.001115344
2849,0.00229132
2850,0.000703647
2851,0.007906949
2852,0.116340758
2853,0.002283515
2854,0.332775636
2855,0.000969732
2856,0.001470419
2857,0.006898166
2858,0.001158002
2859,1.845254402
2860,0.000245162
2861,0.000459324
2862,0.063164785
2863,0.012237419
2864,0.086458593
2865,2.010773826
2866,0.00527353
2867,0.004267876
2868,0.073073484
2869,0.001554705
2870,0.030261229
2871,0.000151172
2872,0.005533315
2873,0.206468648
2874,0.00134154
2875,0.02304326
2876,0.000144074
2877,0.000907292
2878,0.016247513
2879,0.001458151
2880,0.001620867
2881,0.001214628
2882,0.000870257
2883,0.002343463
2884,0.003532386
2885,0.005586788
2886,0.002204982
2887,0.000514418
2888,0.000531176
2889,0.00128678
2890,0.046798808
2891,0.00111035
2892,0.000808399
2893,0.001242194
2894,0.000834734
2895,0.004728946
2896,0.000910205
2897,0.002313604
2898,0.006728429
2899,0.017157556
2900,0.001564705
2901,0.00582454
2902,0.001896568
2903,0.000318036
2904,0.000263228
2905,0.001845184
2906,0.000241344
2907,0.019886245
2908,0.045274425
2909,0.000488985
2910,0.001631494
2911,0.000194892
2912,0.001146188
2913,0.012075969
2914,0.00044084
2915,0.010746846
2916,0.000934618
2917,0.001723849
2918,0.001203251
2919,0.00054946
2920,0.005003816
2921,0.000650256
2922,0.000540633
2923,0.001040052
2924,0.000114577
2925,0.000174569
2926,0.005770266
2927,0.002793164
2928,0.007168765
2929,0.00553234
2930,0.008763131
2931,0.014061659
2932,0.001131433
2933,0.001000402
2934,0.000346885
2935,0.012595314
2936,0.001786376
2937,0.001647424
2938,0.034378268
2939,0.000576815
2940,0.00152421
2941,0.000184451
2942,0.004001653
2943,0.00144255
2944,0.000839872
2945,0.06752079
2946,0.000385574
2947,0.000379396
2948,0.000548315
2949,0.001945313
2950,0.050486037
2951,0.001141567
2952,0.00039312
2953,0.002068453
2954,0.001521825
2955,0.012874192
2956,0.000444465
2957,0.004948167
2958,0.004116003
2959,0.000864663
2960,0.002695803
2961,0.005759481
2962,0.001587096
2963,0.002669804
2964,0.003314954
2965,0.001160155
2966,0.001101714
2967,0.003524794
2968,0.005987133
2969,0.000884439
2970,0.002875725
2971,0.001130557
2972,0.001137885
2973,0.250633161
2974,0.000386821
2975,0.002518988
2976,0.001303235
2977,0.001561666
2978,0.042679316
2979,8.982E-05
2980,0.000424811
2981,0.014650023
2982,0.001167675
2983,0.150442707
2984,0.002678442
2985,0.013382528
2986,0.004685154
2987,0.009774065
2988,1.121193516
2989,0.013339248
2990,0.050017238
2991,0.006110606
2992,0.00485511
2993,0.017397696
2994,0.002763185
2995,0.065234917
2996,0.009617032
2997,0.001813516
2998,0.002844929
2999,0.028744254
3000,0.003489008
3001,0.00060479
3002,0.002781145
3003,0.000231087
3004,0.022838407
3005,0.060355394
3006,0.001059222
3007,0.005455632
3008,0.079745068
3009,0.00166164
3010,7.01552E-05
3011,0.001141154
3012,0.006690763
3013,0.016952629
3014,0.01418604
3015,0.002657834
3016,0.105705702
3017,0.001290636
3018,0.007591755
3019,0.000414004
3020,0.001018838
3021,0.006626056
3022,0.019423349
3023,0.015583298
3024,0.008811636
3025,0.00168844
3026,0.06334713
3027,0.001145427
3028,0.001603307
3029,0.005901427
3030,0.008260497
3031,0.009431554
3032,0.002401908
3033,0.022654454
3034,0.000705212
3035,0.075677099
3036,0.038375809
3037,0.006174723
3038,0.028501009
3039,0.001715961
3040,0.001474023
3041,0.019650046
3042,0.002707174
3043,0.044386601
3044,0.001087673
3045,0.000200466
3046,0.005901427
3047,0.016342459
3048,0.00054447
3049,0.00693702
3050,0.0266299
3051,0.014221052
3052,0.11823892
3053,0.014831595
3054,0.047659217
3055,0.000594143
3056,0.008898268
3057,0.010225657
3058,0.004411318
3059,0.00074026
3060,0.000337392
3061,0.005020432
3062,0.024881631
3063,0.01677073
3064,0.001727094
3065,0.009408341
3066,0.00059492
3067,0.040240965
3068,0.002157365
3069,0.003150572
3070,0.005426821
3071,0.027112781
3072,0.005253982
3073,0.007623302
3074,2.40668E-05
3075,0.006895515
3076,0.001520929
3077,0.011686766
3078,0.000531201
3079,0.009940536
3080,0.009972763
3081,0.000543374
3082,0.006380138
3083,0.01098971
3084,0.044632428
3085,0.010918798
3086,0.000854862
3087,0.000995321
3088,0.000331153
3089,0.035814881
3090,0.010468895
3091,0.002544566
3092,0.004257147
3093,0.009377938
3094,0.007623302
3095,0.110469922
3096,0.177204588
3097,0.002536344
3098,0.010848344
3099,0.001125588
3100,0.006298068
3101,0.00021049
3102,0.000390588
3103,0.000765777
3104,0.001606962
3105,0.004423091
3106,0.01317382
3107,0.006752841
3108,0.000912577
3109,0.000277033
3110,5.77364E-05
3111,0.000513901
3112,0.001193831
3113,0.066700283
3114,0.000408985
3115,0.009447749
3116,0.002112875
3117,0.044878087
3118,0.002070729
3119,0.000885408
3120,0.000231865
3121,0.004497984
3122,0.000115702
3123,0.006618141
3124,0.005805741
3125,0.003403841
3126,0.016277663
3127,0.020112794
3128,0.022927184
3129,0.000238178
3130,0.111123838
3131,0.000789873
3132,0.00964004
3133,0.001263967
3134,0.005446879
3135,0.000249643
3136,0.000330999
3137,0.005963827
3138,0.001859747
3139,0.0547118
3140,0.008863768
3141,0.002098732
3142,0.008571053
3143,0.002499164
3144,0.001285369
3145,0.001077936
3146,0.05654593
3147,0.001651784
3148,0.022367948
3149,0.031330199
3150,0.002276784
3151,0.002002509
3152,0.029762142
3153,0.004043818
3154,0.032455903
3155,0.001830422
3156,0.006216493
3157,0.065962677
3158,0.010189975
3159,0.024628429
3160,0.063879486
3161,0.00946495
3162,0.005737244
3163,0.002328507
3164,0.010830615
3165,0.001609918
3166,0.017810432
3167,0.005244211
3168,0.045899903
3169,0.009225052
3170,0.02863782
3171,0.00081013
3172,0.038104651
3173,0.047701936
3174,0.006357718
3175,0.000823234
3176,0.002176758
3177,0.16304883
3178,0.051521021
3179,0.001040549
3180,0.00030345
3181,0.001554079
3182,0.000815347
3183,0.000572845
3184,0.000323564
3185,0.001148855
3186,0.051942914
3187,0.213282399
3188,0.011096011
3189,0.02144094
3190,0.000115493
3191,0.035516255
3192,0.014612396
3193,0.001255143
3194,0.047856904
3195,0.000384497
3196,0.000844263
3197,0.005686173
3198,0.004748324
3199,0.002457329
3200,0.017729409
3201,0.001985871
3202,0.00053186
3203,0.000102977
3204,0.017214121
3205,0.276307852
3206,0.000267246
3207,0.002904357
3208,0.000795901
3209,0.005086616
3210,2.57452E-05
3211,0.0010866
3212,0.007865452
3213,0.000243814
3214,0.00443253
3215,0.000526656
3216,0.011279328
3217,8.91488E-05
3218,0.018683858
3219,0.025011368
3220,0.000218822
3221,0.003570393
3222,0.003300331
3223,0.002838489
3224,0.004565214
3225,0.103259564
3226,0.012172552
3227,0.003765119
3228,0.001268419
3229,0.002823461
3230,0.009879262
3231,0.000134706
3232,0.006324817
3233,0.001813338
3234,0.000271846
3235,4.69872E-05
3236,0.022341454
3237,0.030749941
3238,0.002306067
3239,0.008984972
3240,0.067801993
3241,0.000206453
3242,0.010326539
3243,0.003017361
3244,0.002070951
3245,0.000514978
3246,0.000198136
3247,6.01339E-05
3248,0.000159289
3249,0.01022902
3250,0.020254898
3251,0.000220631
3252,0.010261424
3253,0.043683062
3254,0.012405755
3255,0.024565138
3256,0.000755081
3257,3.89886E-05
3258,0.000468361
3259,0.012926468
3260,0.007065187
3261,0.001889451
3262,0.00089571
3263,0.015431249
3264,0.006089264
3265,0.016915925
3266,0.020686962
3267,0.065241164
3268,0.000346709
3269,0.002173864
3270,0.002481927
3271,0.011763801
3272,NA
3273,0.055213192
3274,0.010253195
3275,0.006337962
3276,0.001215128
3277,0.021515456
3278,0.001343763
3279,0.001134431
3280,0.029312279
3281,0.007271735
3282,0.017166863
3283,0.000437746
3284,0.007618851
3285,0.004958645
3286,0.031629434
3287,0.009158607
3288,0.145209093
3289,0.001171209
3290,0.003195753
3291,0.011090903
3292,0.186514277
3293,0.028461593
3294,0.304708912
3295,0.00522091
3296,0.147363187
3297,0.113886735
3298,0.000583349
3299,0.090868535
3300,0.018798706
3301,0.00317231
3302,0.547806248
3303,0.037928481
3304,0.026702179
3305,0.002536922
3306,0.003268703
3307,0.065759235
3308,0.00111238
3309,0.001710948
3310,0.000348598
3311,0.004276362
3312,5.49566E-05
3313,0.005136201
3314,0.001532838
3315,0.002279778
3316,0.001644361
3317,0.000892837
3318,0.000305705
3319,0.000743369
3320,0.007685826
3321,0.001193312
3322,0.001082226
3323,0.000502876
3324,0.000100906
3325,0.000743369
3326,0.004517985
3327,0.001072358
3328,0.000445057
3329,0.000171658
3330,0.000951965
3331,0.000665984
3332,0.000451904
3333,0.002468152
3334,0.003715974
3335,0.00363739
3336,0.000593023
3337,0.00072543
3338,0.001360747
3339,0.001226561
3340,0.002080218
3341,0.002696681
3342,0.00133197
3343,0.0063602
3344,0.023427522
3345,0.014539197
3346,0.001592099
3347,0.002525671
3348,0.00013864
3349,0.000151561
3350,0.000405191
3351,0.000700461
3352,0.000185208
3353,0.000569569
3354,0.003310218
3355,0.000839779
3356,0.000377793
3357,0.000903553
3358,0.003018389
3359,0.000359038
3360,0.001026214
3361,0.002814289
3362,0.000107478
3363,0.006396679
3364,0.00393089
3365,0.000741758
3366,0.00270884
3367,0.001433376
3368,NA
3369,0.000336897
3370,0.051596762
3371,0.002454357
3372,0.017823616
3373,0.000299474
3374,0.00109018
3375,0.005421064
3376,0.000605072
3377,0.000406483
3378,0.000920971
3379,0.004464528
3380,0.000117869
3381,0.003439078
3382,0.001581998
3383,0.004202573
3384,9.22522E-05
3385,0.003558751
3386,0.005759565
3387,0.005323832
3388,0.001267792
3389,0.001059622
3390,0.000421437
3391,0.0002246
3392,0.003426875
3393,0.000103567
3394,0.020664988
3395,0.001667031
3396,0.003789919
3397,0.001341674
3398,0.000111341
3399,0.0021375
3400,0.00239389
3401,0.377242269
3402,0.001179277
3403,0.003108374
3404,0.00230518
3405,0.000267039
3406,0.178388189
3407,0.006076061
3408,0.025196016
3409,0.000521991
3410,0.005094384
3411,0.001932744
3412,0.049096909
3413,0.000108232
3414,0.001410954
3415,0.107483342
3416,0.00124408
3417,0.001337459
3418,0.00375431
3419,0.000375118
3420,0.001415401
3421,0.000256335
3422,0.001271788
3423,0.007790847
3424,0.075083949
3425,0.001326077
3426,0.018347569
3427,0.001110712
3428,0.001653639
3429,0.000852757
3430,0.17264344
3431,0.001433265
3432,0.000628775
3433,0.00038592
3434,0.001355255
3435,0.00085011
3436,0.00116374
3437,0.000320242
3438,0.000319248
3439,0.003487502
3440,0.000930323
3441,0.000300935
4417,0.003900547
4418,0.00041068
4419,0.162234769
4420,0.330646783
4421,0.007826982
4422,0.009913287
4423,0.000907468
4424,0.006911655
4425,0.006679265
4426,0.001346854
4427,0.003804723
4428,0.005771175
4429,0.022879701
4430,0.000245868
4431,0.723838593
4432,0.001832318
4433,0.008913746
4434,0.001414207
4435,0.00194736
4436,0.012946401
4437,0.001643968
4438,0.018108929
4439,0.01528762
4440,0.010361929
4441,0.539107135
4442,0.001073122
4443,0.002060458
4444,0.00905463
4445,0.004974064
4446,0.002775636
4447,0.01700791
4448,0.00288209
4449,0.029261237
4450,0.033172356
4451,0.000370595
4452,0.006156495
4453,0.001712381
4454,0.008319443
4455,0.001817524
4456,0.000664124
4457,0.007338556
4458,0.000404612
4459,0.010200704
4460,0.002946064
4461,0.030383498
4462,0.000819425
4463,0.002022047
4464,0.003870295
4465,0.000279455
4466,0.000698301
4467,0.053433561
4468,0.008062567
4469,0.004278889
4470,0.009111605
4471,0.001783642
4472,0.000680998
4473,0.0031819
4474,0.077957708
4475,0.005115672
4476,0.002899207
4477,0.106759766
4478,0.005742003
4479,0.001482752
4480,0.008330907
4481,0.015130591
4482,0.015033814
4483,0.010428623
4484,0.000494928
4485,0.000537984
4486,0.004514004
4487,0.008251107
4488,0.001364085
4489,0.012048357
4490,0.019557984
4491,0.011013211
4492,0.006719511
4493,0.001058685
4494,0.000210144
4495,0.00393231
4496,0.713300219
4497,0.000695404
4498,0.000345531
4499,0.016820408
4500,0.000367249
4501,0.139781351
4502,0.029020605
4503,0.092407399
4504,0.057108908
4505,0.00328564
4506,0.010002611
4507,0.051371615
4508,0.011894726
4509,0.090936866
4510,0.104388858
4511,0.000112052
4512,0.000161016
4513,0.019053827
4514,0.000774664
4515,0.005241828
4516,0.003775165
4517,0.000841581
4518,0.004371169
4519,0.001310584
4520,0.000641889
4521,0.085471705
4522,0.091096429
4523,0.024981466
4524,0.149760559
4525,0.006407248
4526,0.14786373
4527,0.047552756
4528,0.013898606
4529,0.029957325
4530,0.176189032
4531,0.001153737
4532,0.002550998
4533,0.013898606
4534,0.279673634
4535,0.037087507
4536,0.013165704
4537,0.005142556
4538,0.002608542
4539,0.023967712
4540,0.008241448
4541,0.001106918
4542,0.003811429
4543,0.015637862
4544,0.010499865
4545,0.003376741
4546,0.007027585
4547,0.001045212
4548,0.004023601
4549,0.228075569
4550,0.012274314
4551,0.027053076
4552,0.00737166
4553,0.001957598
4554,0.003031172
4555,0.336077241
4556,0.244099271
4557,0.002895821
4558,0.0014738
4559,0.000581533
4560,0.037511956
4561,0.000835351
4562,0.152583915
4563,0.001599062
4564,0.007196702
4565,0.223514478
4566,0.003935284
4567,0.008696078
4568,0.001407991
4569,0.001127818
4570,0.00990846
4571,0.002035768
4572,0.00173497
4573,0.005897832
4574,0.002420098
4575,0.124638027
4576,0.006546943
4577,0.01692019
4578,0.038756128
4579,0.002695232
4580,0.001701334
4581,0.00335382
4582,0.069501707
4583,0.002144872
4584,0.01494709
4585,0.008307771
4586,2.281695878
4587,0.086484644
4588,0.001729319
4589,0.005543297
4590,0.015955044
4591,0.003267407
4592,0.004513286
4593,0.000244407
4594,0.019311276
4595,0.001576808
4596,0.001716001
4597,0.000722191
4598,0.036302667
4599,0.001251566
4600,0.00064028
4601,0.047249134
4602,0.056876975
4603,0.000225314
4604,0.001070603
4605,0.00161839
4606,0.001521373
4607,5.34846E-05
4608,0.00068333
4609,0.003194524
4610,0.051924424
4611,0.001284571
4612,0.00987932
4613,0.00021319
4614,0.002391369
4615,0.060503993
4616,0.00233752
4617,0.001267961
4618,0.00161839
4619,0.001628955
4620,0.006285156
4621,0.002916361
4622,0.017345268
4623,0.000390472
4624,0.000806668
4625,0.005626951
4626,0.002438511
4627,0.012406208
4628,0.005831985
4629,0.00539391
4630,0.005682143
4631,0.000939956
4632,0.004064155
4633,0.00806054
4634,0.001222387
4635,0.00364056
4636,0.003219178
4637,0.124165919
4638,0.002910118
4639,0.049902577
4640,0.000675588
4641,0.000145404
4642,0.012031836
4643,0.003516415
4644,0.001222387
4645,0.001745818
4646,0.028553802
4647,0.071271057
4648,0.177894475
4649,0.03089652
4650,0.005417091
4651,0.04142889
4652,0.012300441
4653,0.001654672
4654,0.005608339
4655,0.024853734
4656,0.00379294
4657,0.003902154
4658,0.002605954
4659,0.009173328
4660,0.006030318
4661,0.003031924
4662,0.025650149
4663,0.010706521
4664,0.00952719
4665,0.008667026
4666,0.003877615
4667,0.000740298
4668,0.014266007
4669,0.003594917
4670,0.000454029
4671,0.00174032
4672,0.079089245
4673,NA
4674,NA
4675,NA
4676,NA
4677,0.003286163
4678,0.000698385
4679,0.000680516
4680,0.015018253
4681,0.108029863
4682,0.063500814
4683,0.015715161
4684,0.008574148
4685,0.004441703
4686,0.013278518
4687,0.006426271
4688,0.009952166
4689,0.001580099
4690,0.001330785
4691,0.004441703
4692,0.034645867
4693,0.009388362
4694,0.028897069
4695,0.00982402
4696,0.001781341
4697,0.005256767
4698,0.008036167
4699,0.00355189
4700,0.321911729
4701,0.001534689
4702,0.033650191
4703,0.004647816
4704,0.009919974
4705,0.038058999
4706,0.001702345
4707,0.081494079
4708,0.001912949
4709,0.009697523
4710,0.002115064
4711,0.010932602
4712,0.002723186
4713,0.000812834
4714,0.000272247
4715,0.002395257
4716,0.265816003
4717,0.000242763
4718,0.173086552
4719,0.072433361
4720,0.003112677
4721,0.032790536
4722,0.027929112
4723,0.354601992
4724,0.00753612
4725,0.000591618
4726,0.051189121
4727,0.002258142
4728,0.000147087
4729,0.033660975
4730,0.00198089
4731,0.03173407
4732,0.021990301
4733,0.000587756
4734,0.001045965
4735,0.004988172
4736,0.010053282
4737,0.001534345
4738,0.001681693
4739,0.001885933
4740,0.003195304
4741,0.004907158
4742,0.000786646
4743,0.022280261
4744,6.19577E-05
4745,0.000236486
4746,0.0019108
4747,0.001509425
4748,0.01686658
4749,0.01708898
4750,0.000802256
4751,0.000513906
4752,0.03173407
4753,0.007319216
4754,0.03705839
4755,0.150183821
4756,0.002704848
4757,0.160047002
4758,0.017274037
4759,0.006028513
4760,0.011280034
4761,0.006343219
4762,0.068029845
4763,0.025625071
4764,0.000608627
4765,0.07135391
4766,0.00490265
4767,0.003974389
4768,0.010027792
4769,0.025381741
4770,0.000810328
4771,0.001183112
4772,0.006695614
4773,0.001260811
4774,0.00213763
4775,0.001285102
4776,0.001662709
4777,0.224925158
4778,0.132664764
4779,0.000713529
4780,0.028011684
4781,0.003052314
4782,0.025870733
4783,0.000628294
4784,0.000208391
4785,0.009621648
4786,0.005567749
4787,0.061446967
4788,0.001276953
4789,0.046594467
4790,0.007389384
4791,0.101885965
4792,0.018408493
4793,0.551723939
4794,0.006707884
4795,0.155487571
4796,0.001062758
4797,0.006922675
4798,0.015005926
4799,0.018980334
4800,0.003891786
4801,0.020624885
4802,0.00372806
4803,0.004277739
4804,0.000833029
4805,0.001135156
4806,0.065072449
4807,0.005568001
4808,0.000222326
4809,0.009961234
4810,0.036898214
4811,0.00883178
4812,0.008533268
4813,0.066772368
4814,0.033473078
4815,0.066772368
4816,0.023195944
4817,0.016446886
4818,0.211274366
4819,0.003970633
4820,0.028592589
4821,0.01060938
4822,0.015664944
4823,1.412166903
4824,0.003571222
4825,0.000793424
4826,0.002019206
4827,0.002397976
4828,0.007631039
4829,0.002620724
4830,0.004389488
4831,0.022411928
4832,0.00351035
4833,0.013415285
4834,0.016107972
4835,0.006628133
4836,0.008764339
4837,0.311877602
4838,0.006368815
4839,0.039276694
4840,3.74056036
4841,0.014195621
4842,0.067991992
4843,0.001879191
4844,0.13761523
4845,0.066206818
4846,0.966214762
4847,0.286995221
4848,0.002233977
4849,0.224383275
4850,0.001729264
4851,0.000113478
4852,0.035547045
4853,0.014148487
4854,0.040875916
4855,0.046228477
4856,0.00535736
4857,0.025405108
4858,0.079495705
4859,0.074627764
4860,0.010281334
4861,0.027791969
4862,0.282262225
4863,0.017857336
4864,0.008365614
4865,5.30391621
4866,0.136249011
4867,0.039538819
4868,0.028352124
4869,0.00803832
4870,0.012141392
4871,0.014971471
4872,0.627052871
4873,0.482623146
4874,0.003946783
4875,0.003468115
4876,0.03043746
4877,0.008854801
4878,0.384898465
4879,0.072613121
4880,7.853040347
4881,0.027006601
4882,0.074035082
4883,0.28496934
4884,0.014566498
4885,0.183014471
4886,0.006429961
4887,0.004462574
4888,0.003972379
4889,0.004714646
4890,0.009116172
4891,0.009788019
4892,0.00494886
4893,0.000912742
4894,0.085903273
4895,0.010509381
4896,0.011654588
4897,0.011430743
4898,0.036713472
4899,0.00734111
4900,0.022754725
4901,0.008408508
4902,0.0296605
4903,0.006205362
4904,0.00246205
4905,0.008999068
4906,0.00113711
4907,0.003188572
4908,0.004838146
4909,0.00284751
4910,0.019172257
4911,0.006815154
4912,0.00806251
4913,0.006138727
4914,0.002704026
4915,0.018876389
4916,0.005223797
4917,0.019183512
4918,0.003523398
4919,0.022616323
4920,0.003546218
4921,0.008671122
4922,0.003869146
4923,0.022984296
4924,0.014117352
4925,0.003037226
4926,0.054945003
4927,0.000950199
4928,0.00346699
4929,0.003303124
4930,0.006443265
4931,0.002235127
4932,0.000920017
4933,0.003569185
4934,0.187338773
4935,0.012609238
4936,0.004074221
4937,0.000893675
4938,0.024517039
4939,0.009013582
4940,0.114695897
4941,0.017868481
4942,0.138310338
4943,0.037179665
4944,0.002293596
4945,0.007354979
4946,0.022111037
4947,0.002407379
4948,0.001483435
4949,0.011335171
4950,0.079129095
4951,0.154353765
4952,0.003592302
4953,0.03761393
4954,0.0012811
4955,0.014463264
4956,0.05105096
4957,0.060757951
4958,0.001779193
4959,0.004206684
4960,0.007597871
4961,0.043748495
4962,0.020553752
4963,0.015856433
4964,0.001460963
4965,0.010044675
4966,0.16598985
4967,0.012476084
4968,0.02808013
4969,0.008248062
4970,0.056337286
4971,0.001390731
4972,0.002771961
4973,0.001223527
4974,0.003749867
4975,0.003161135
4976,0.125969072
4977,0.00450707
4978,0.004876721
4979,0.02068921
4980,0.001733053
4981,0.002344448
4982,0.001710434
4983,0.057837181
4984,0.003991329
4985,0.040035966
4673,0.00284576
4674,0.003652622
4675,0.000814216
4676,0.00195699
4365,0.000354919
4366,0.170916937
4367,0.00104408
4368,0.002828217
2534,0.000783536
2535,0.830257265
2536,0.002682773
2569,0.002304963
2570,0.001203246
2571,0.07058779
2572,0.001419079
2573,0.11617671
2574,0.007762897
2575,0.017948028
2576,0.000210721
2577,0.000775818
2578,0.000945676
2579,0.006041052
2580,0.000570804
2581,0.001006863
2582,0.000559614
2583,0.075902578
2584,0.000142761
2585,0.00061581
2586,0.000230356
2587,0.000626054
2588,0.004430029
2589,0.001624656
2590,0.000439821
2591,0.000914981
2592,0.000192124
4369,0.087185514
4370,0.004314616
4371,0.015471407
4372,0.056961549
4373,0.105923877
4374,0.004608961
4375,0.006538914
4376,0.009277013
4377,0.001276759
4378,0.0084345
4379,0.000139828
4380,0.008275437
4381,0.000317057
4382,0.001947117
4383,0.11093037
4384,0.000603789
4385,0.005987258
4386,0.097089354
4387,0.01063306
4388,0.149481982
4389,2.55241E-05
4390,0.000242873
4391,0.000723494
4392,0.016845276
4393,0.044480218
4394,0.090255993
4395,0.000780744
4396,0.001297177
4397,0.00223886
4398,0.011329732
4399,0.001810074
4400,0.006239401
4401,0.001850729
4402,0.006359329
4403,0.001764704
4404,0.005223614
4405,0.000317057
4406,0.002598939
4407,0.002795707
4408,NA
4409,0.002431402
4410,0.005495664
4411,0.148536337
4412,NA
4413,0.004387098
4414,2.48844E-05
4415,0.005930534
4416,4.87615E-05